station_id,station_name,datetime,temperature,rainfall
C0Z310,清水斷崖,2024-07-01 12:00:00,28.2,87.5
C0Z310,清水斷崖,2024-07-02 12:00:00,27.5,6.0
C0Z310,清水斷崖,2024-07-03 12:00:00,28.3,5.0
C0Z310,清水斷崖,2024-07-04 12:00:00,28.3,0.0
C0Z310,清水斷崖,2024-07-05 12:00:00,28.8,0.0
C0Z310,清水斷崖,2024-07-06 12:00:00,28.5,0.0
C0Z310,清水斷崖,2024-07-07 12:00:00,28.8,0.0
C0Z310,清水斷崖,2024-07-08 12:00:00,27.8,10.5
C0Z310,清水斷崖,2024-07-09 12:00:00,27.7,0.0
C0Z310,清水斷崖,2024-07-10 12:00:00,28.1,0.0
C0Z310,清水斷崖,2024-07-11 12:00:00,28.0,0.0
C0Z310,清水斷崖,2024-07-12 12:00:00,28.5,0.0
C0Z310,清水斷崖,2024-07-13 12:00:00,29.0,0.0
C0Z310,清水斷崖,2024-07-14 12:00:00,29.2,0.0
C0Z310,清水斷崖,2024-07-15 12:00:00,29.7,0.0
C0Z310,清水斷崖,2024-07-16 12:00:00,29.1,0.0
C0Z310,清水斷崖,2024-07-17 12:00:00,29.2,0.0
C0Z310,清水斷崖,2024-07-18 12:00:00,29.5,0.0
C0Z310,清水斷崖,2024-07-19 12:00:00,29.8,0.0
C0Z310,清水斷崖,2024-07-20 12:00:00,29.6,0.0
C0Z310,清水斷崖,2024-07-21 12:00:00,29.8,0.0
C0Z310,清水斷崖,2024-07-22 12:00:00,29.6,0.0
C0Z310,清水斷崖,2024-07-23 12:00:00,27.0,27.0
C0Z310,清水斷崖,2024-07-24 12:00:00,26.3,407.5
C0Z310,清水斷崖,2024-07-25 12:00:00,25.8,120.0
C0Z310,清水斷崖,2024-07-26 12:00:00,26.4,1.0
C0Z310,清水斷崖,2024-07-27 12:00:00,26.0,47.5
C0Z310,清水斷崖,2024-07-28 12:00:00,27.2,0.0
C0Z310,清水斷崖,2024-07-29 12:00:00,26.2,12.0
C0Z310,清水斷崖,2024-07-30 12:00:00,27.1,0.0
C0Z310,清水斷崖,2024-07-31 12:00:00,27.9,0.0
C0Z310,清水斷崖,2024-08-01 12:00:00,28.1,0.0
C0Z310,清水斷崖,2024-08-02 12:00:00,28.7,0.0
C0Z310,清水斷崖,2024-08-03 12:00:00,28.9,0.0
C0Z310,清水斷崖,2024-08-04 12:00:00,28.7,0.0
C0Z310,清水斷崖,2024-08-05 12:00:00,28.0,0.0
C0Z310,清水斷崖,2024-08-06 12:00:00,28.3,0.0
C0Z310,清水斷崖,2024-08-07 12:00:00,28.5,0.0
C0Z310,清水斷崖,2024-08-08 12:00:00,27.9,1.0
C0Z310,清水斷崖,2024-08-09 12:00:00,28.1,0.5
C0Z310,清水斷崖,2024-08-10 12:00:00,28.3,0.0
C0Z310,清水斷崖,2024-08-11 12:00:00,28.9,0.0
C0Z310,清水斷崖,2024-08-12 12:00:00,29.2,0.0
C0Z310,清水斷崖,2024-08-13 12:00:00,29.0,0.0
C0Z310,清水斷崖,2024-08-14 12:00:00,28.1,1.0
C0Z310,清水斷崖,2024-08-15 12:00:00,27.0,5.5
C0Z310,清水斷崖,2024-08-16 12:00:00,26.7,0.0
C0Z310,清水斷崖,2024-08-17 12:00:00,27.8,0.0
C0Z310,清水斷崖,2024-08-18 12:00:00,26.9,19.0
C0Z310,清水斷崖,2024-08-19 12:00:00,26.5,25.5
C0Z310,清水斷崖,2024-08-20 12:00:00,28.2,0.0
C0Z310,清水斷崖,2024-08-21 12:00:00,28.2,0.0
C0Z310,清水斷崖,2024-08-22 12:00:00,28.3,0.0
C0Z310,清水斷崖,2024-08-23 12:00:00,28.7,0.0
C0Z310,清水斷崖,2024-08-24 12:00:00,28.4,0.0
C0Z310,清水斷崖,2024-08-25 12:00:00,27.6,0.0
C0Z310,清水斷崖,2024-08-26 12:00:00,28.4,0.0
C0Z310,清水斷崖,2024-08-27 12:00:00,28.6,0.0
C0Z310,清水斷崖,2024-08-28 12:00:00,29.0,0.0
C0Z310,清水斷崖,2024-08-29 12:00:00,29.1,0.0
C0Z310,清水斷崖,2024-08-30 12:00:00,29.2,0.0
C0Z310,清水斷崖,2024-08-31 12:00:00,29.0,0.0
C0Z310,清水斷崖,2024-09-01 12:00:00,29.2,0.0
C0Z310,清水斷崖,2024-09-02 12:00:00,29.4,0.0
C0Z310,清水斷崖,2024-09-03 12:00:00,29.1,0.0
C0Z310,清水斷崖,2024-09-04 12:00:00,28.5,3.5
C0Z310,清水斷崖,2024-09-05 12:00:00,28.6,9.0
C0Z310,清水斷崖,2024-09-06 12:00:00,29.3,0.0
C0Z310,清水斷崖,2024-09-07 12:00:00,28.2,23.0
C0Z310,清水斷崖,2024-09-08 12:00:00,26.3,22.5
C0Z310,清水斷崖,2024-09-09 12:00:00,27.4,0.0
C0Z310,清水斷崖,2024-09-10 12:00:00,28.6,0.0
C0Z310,清水斷崖,2024-09-11 12:00:00,28.9,0.0
C0Z310,清水斷崖,2024-09-12 12:00:00,27.5,0.0
C0Z310,清水斷崖,2024-09-13 12:00:00,28.0,0.5
C0Z310,清水斷崖,2024-09-14 12:00:00,27.0,2.0
C0Z310,清水斷崖,2024-09-15 12:00:00,27.8,0.0
C0Z310,清水斷崖,2024-09-16 12:00:00,28.0,2.5
C0Z310,清水斷崖,2024-09-17 12:00:00,28.3,28.0
C0Z310,清水斷崖,2024-09-18 12:00:00,26.2,1.0
C0Z310,清水斷崖,2024-09-19 12:00:00,27.7,0.0
C0Z310,清水斷崖,2024-09-20 12:00:00,28.7,0.0
C0Z310,清水斷崖,2024-09-21 12:00:00,27.6,11.5
C0Z310,清水斷崖,2024-09-22 12:00:00,26.9,41.5
C0Z310,清水斷崖,2024-09-23 12:00:00,26.1,2.5
C0Z310,清水斷崖,2024-09-24 12:00:00,27.3,0.0
C0Z310,清水斷崖,2024-09-25 12:00:00,26.9,0.0
C0Z310,清水斷崖,2024-09-26 12:00:00,26.7,0.0
C0Z310,清水斷崖,2024-09-27 12:00:00,26.0,43.5
C0Z310,清水斷崖,2024-09-28 12:00:00,26.3,7.0
C0Z310,清水斷崖,2024-09-29 12:00:00,26.4,11.5
C0Z310,清水斷崖,2024-09-30 12:00:00,24.5,78.0
C0Z310,清水斷崖,2024-10-01 12:00:00,26.2,15.0
C0Z310,清水斷崖,2024-10-02 12:00:00,26.2,53.5
C0Z310,清水斷崖,2024-10-03 12:00:00,23.3,71.5
C0Z310,清水斷崖,2024-10-04 12:00:00,24.9,0.0
C0Z310,清水斷崖,2024-10-05 12:00:00,26.0,0.0
C0Z310,清水斷崖,2024-10-06 12:00:00,27.0,0.0
C0Z310,清水斷崖,2024-10-07 12:00:00,26.6,16.0
C0Z310,清水斷崖,2024-10-08 12:00:00,24.7,0.5
C0Z310,清水斷崖,2024-10-09 12:00:00,24.2,0.0
C0Z310,清水斷崖,2024-10-10 12:00:00,23.5,0.0
C0Z310,清水斷崖,2024-10-11 12:00:00,23.4,0.0
C0Z310,清水斷崖,2024-10-12 12:00:00,24.6,0.0
C0Z310,清水斷崖,2024-10-13 12:00:00,26.3,0.0
C0Z310,清水斷崖,2024-10-14 12:00:00,26.8,0.0
C0Z310,清水斷崖,2024-10-15 12:00:00,25.6,1.5
C0Z310,清水斷崖,2024-10-16 12:00:00,26.3,0.0
C0Z310,清水斷崖,2024-10-17 12:00:00,26.9,0.0
C0Z310,清水斷崖,2024-10-18 12:00:00,27.0,0.0
C0Z310,清水斷崖,2024-10-19 12:00:00,27.5,26.0
C0Z310,清水斷崖,2024-10-20 12:00:00,24.5,45.0
C0Z310,清水斷崖,2024-10-21 12:00:00,24.5,16.0
C0Z310,清水斷崖,2024-10-22 12:00:00,25.7,0.0
C0Z310,清水斷崖,2024-10-23 12:00:00,25.9,0.0
C0Z310,清水斷崖,2024-10-24 12:00:00,24.4,14.5
C0Z310,清水斷崖,2024-10-25 12:00:00,25.9,24.0
C0Z310,清水斷崖,2024-10-26 12:00:00,24.5,22.5
C0Z310,清水斷崖,2024-10-27 12:00:00,26.1,8.5
C0Z310,清水斷崖,2024-10-28 12:00:00,24.8,14.0
C0Z310,清水斷崖,2024-10-29 12:00:00,24.8,0.0
C0Z310,清水斷崖,2024-10-30 12:00:00,25.9,17.5
C0Z310,清水斷崖,2024-10-31 12:00:00,25.7,235.5
C0Z310,清水斷崖,2024-11-01 12:00:00,25.7,17.0
C0Z310,清水斷崖,2024-11-02 12:00:00,22.8,9.0
C0Z310,清水斷崖,2024-11-03 12:00:00,22.9,0.0
C0Z310,清水斷崖,2024-11-04 12:00:00,24.0,0.0
C0Z310,清水斷崖,2024-11-05 12:00:00,23.8,0.0
C0Z310,清水斷崖,2024-11-06 12:00:00,22.3,0.0
C0Z310,清水斷崖,2024-11-07 12:00:00,21.7,0.0
C0Z310,清水斷崖,2024-11-08 12:00:00,22.0,3.5
C0Z310,清水斷崖,2024-11-09 12:00:00,24.8,2.0
C0Z310,清水斷崖,2024-11-10 12:00:00,24.0,0.0
C0Z310,清水斷崖,2024-11-11 12:00:00,23.9,0.0
C0Z310,清水斷崖,2024-11-12 12:00:00,23.2,57.5
C0Z310,清水斷崖,2024-11-13 12:00:00,24.0,0.0
C0Z310,清水斷崖,2024-11-14 12:00:00,25.3,0.5
C0Z310,清水斷崖,2024-11-15 12:00:00,25.3,4.0
C0Z310,清水斷崖,2024-11-16 12:00:00,24.1,0.0
C0Z310,清水斷崖,2024-11-17 12:00:00,24.5,0.0
C0Z310,清水斷崖,2024-11-18 12:00:00,21.2,0.0
C0Z310,清水斷崖,2024-11-19 12:00:00,20.3,0.0
C0Z310,清水斷崖,2024-11-20 12:00:00,21.9,0.0
C0Z310,清水斷崖,2024-11-21 12:00:00,21.6,0.0
C0Z310,清水斷崖,2024-11-22 12:00:00,21.4,0.0
C0Z310,清水斷崖,2024-11-23 12:00:00,20.7,0.0
C0Z310,清水斷崖,2024-11-24 12:00:00,21.3,0.0
C0Z310,清水斷崖,2024-11-25 12:00:00,22.3,6.0
C0Z310,清水斷崖,2024-11-26 12:00:00,20.4,0.0
C0Z310,清水斷崖,2024-11-27 12:00:00,17.3,0.0
C0Z310,清水斷崖,2024-11-28 12:00:00,17.6,0.0
C0Z310,清水斷崖,2024-11-29 12:00:00,17.4,0.0
C0Z310,清水斷崖,2024-11-30 12:00:00,17.8,0.0
C0Z310,清水斷崖,2024-12-01 12:00:00,20.7,0.0
C0Z310,清水斷崖,2024-12-02 12:00:00,22.2,0.0
C0Z310,清水斷崖,2024-12-03 12:00:00,20.5,1.0
C0Z310,清水斷崖,2024-12-04 12:00:00,19.2,0.0
C0Z310,清水斷崖,2024-12-05 12:00:00,20.0,0.0
C0Z310,清水斷崖,2024-12-06 12:00:00,20.7,0.0
C0Z310,清水斷崖,2024-12-07 12:00:00,21.5,0.0
C0Z310,清水斷崖,2024-12-08 12:00:00,18.8,0.0
C0Z310,清水斷崖,2024-12-09 12:00:00,18.4,0.0
C0Z310,清水斷崖,2024-12-10 12:00:00,19.5,0.0
C0Z310,清水斷崖,2024-12-11 12:00:00,20.2,12.5
C0Z310,清水斷崖,2024-12-12 12:00:00,19.2,0.0
C0Z310,清水斷崖,2024-12-13 12:00:00,19.8,0.0
C0Z310,清水斷崖,2024-12-14 12:00:00,15.5,0.0
C0Z310,清水斷崖,2024-12-15 12:00:00,15.0,0.0
C0Z310,清水斷崖,2024-12-16 12:00:00,15.3,0.0
C0Z310,清水斷崖,2024-12-17 12:00:00,18.2,0.0
C0Z310,清水斷崖,2024-12-18 12:00:00,16.9,0.0
C0Z310,清水斷崖,2024-12-19 12:00:00,14.8,0.0
C0Z310,清水斷崖,2024-12-20 12:00:00,18.3,0.0
C0Z310,清水斷崖,2024-12-21 12:00:00,17.5,0.0
C0Z310,清水斷崖,2024-12-22 12:00:00,14.8,0.0
C0Z310,清水斷崖,2024-12-23 12:00:00,16.2,0.5
C0Z310,清水斷崖,2024-12-24 12:00:00,17.2,0.0
C0Z310,清水斷崖,2024-12-25 12:00:00,21.1,0.0
C0Z310,清水斷崖,2024-12-26 12:00:00,19.9,0.0
C0Z310,清水斷崖,2024-12-27 12:00:00,18.6,0.0
C0Z310,清水斷崖,2024-12-28 12:00:00,15.9,0.0
C0Z310,清水斷崖,2024-12-29 12:00:00,15.8,0.0
C0Z310,清水斷崖,2024-12-30 12:00:00,18.3,0.0
C0Z310,清水斷崖,2024-12-31 12:00:00,17.4,0.0
C0Z310,清水斷崖,2025-01-01 12:00:00,17.3,0.0
C0Z310,清水斷崖,2025-01-02 12:00:00,17.7,0.0
C0Z310,清水斷崖,2025-01-03 12:00:00,16.6,0.0
C0Z310,清水斷崖,2025-01-04 12:00:00,17.7,0.0
C0Z310,清水斷崖,2025-01-05 12:00:00,20.0,0.0
C0Z310,清水斷崖,2025-01-06 12:00:00,17.1,0.0
C0Z310,清水斷崖,2025-01-07 12:00:00,16.3,0.0
C0Z310,清水斷崖,2025-01-08 12:00:00,17.0,0.0
C0Z310,清水斷崖,2025-01-09 12:00:00,16.2,0.0
C0Z310,清水斷崖,2025-01-10 12:00:00,14.7,0.0
C0Z310,清水斷崖,2025-01-11 12:00:00,14.5,0.0
C0Z310,清水斷崖,2025-01-12 12:00:00,14.6,0.0
C0Z310,清水斷崖,2025-01-13 12:00:00,15.3,0.0
C0Z310,清水斷崖,2025-01-14 12:00:00,18.6,0.0
C0Z310,清水斷崖,2025-01-15 12:00:00,16.0,0.5
C0Z310,清水斷崖,2025-01-16 12:00:00,14.5,0.0
C0Z310,清水斷崖,2025-01-17 12:00:00,14.2,0.0
C0Z310,清水斷崖,2025-01-18 12:00:00,16.6,0.0
C0Z310,清水斷崖,2025-01-19 12:00:00,16.5,0.5
C0Z310,清水斷崖,2025-01-20 12:00:00,17.3,0.0
C0Z310,清水斷崖,2025-01-21 12:00:00,17.6,0.0
C0Z310,清水斷崖,2025-01-22 12:00:00,18.3,1.0
C0Z310,清水斷崖,2025-01-23 12:00:00,19.5,0.0
C0Z310,清水斷崖,2025-01-24 12:00:00,19.3,0.0
C0Z310,清水斷崖,2025-01-25 12:00:00,19.5,0.0
C0Z310,清水斷崖,2025-01-26 12:00:00,18.3,0.0
C0Z310,清水斷崖,2025-01-27 12:00:00,13.4,1.0
C0Z310,清水斷崖,2025-01-28 12:00:00,13.6,0.0
C0Z310,清水斷崖,2025-01-29 12:00:00,13.7,0.0
C0Z310,清水斷崖,2025-01-30 12:00:00,15.7,0.0
C0Z310,清水斷崖,2025-01-31 12:00:00,17.1,0.0
C0Z310,清水斷崖,2025-02-01 12:00:00,19.2,2.0
C0Z310,清水斷崖,2025-02-02 12:00:00,17.7,0.0
C0Z310,清水斷崖,2025-02-03 12:00:00,16.1,0.0
C0Z310,清水斷崖,2025-02-04 12:00:00,13.4,0.0
C0Z310,清水斷崖,2025-02-05 12:00:00,12.8,0.0
C0Z310,清水斷崖,2025-02-06 12:00:00,15.2,0.0
C0Z310,清水斷崖,2025-02-07 12:00:00,15.7,0.0
C0Z310,清水斷崖,2025-02-08 12:00:00,12.2,0.0
C0Z310,清水斷崖,2025-02-09 12:00:00,13.2,0.0
C0Z310,清水斷崖,2025-02-10 12:00:00,15.2,
C0Z310,清水斷崖,2025-02-11 12:00:00,19.1,
C0Z310,清水斷崖,2025-02-12 12:00:00,19.0,
C0Z310,清水斷崖,2025-02-13 12:00:00,16.0,
C0Z310,清水斷崖,2025-02-14 12:00:00,18.1,0.0
C0Z310,清水斷崖,2025-02-15 12:00:00,20.3,0.0
C0Z310,清水斷崖,2025-02-16 12:00:00,19.4,0.0
C0Z310,清水斷崖,2025-02-17 12:00:00,17.2,0.0
C0Z310,清水斷崖,2025-02-18 12:00:00,16.8,0.0
C0Z310,清水斷崖,2025-02-19 12:00:00,16.3,0.0
C0Z310,清水斷崖,2025-02-20 12:00:00,18.1,0.5
C0Z310,清水斷崖,2025-02-21 12:00:00,18.0,0.0
C0Z310,清水斷崖,2025-02-22 12:00:00,17.2,0.0
C0Z310,清水斷崖,2025-02-23 12:00:00,17.5,0.5
C0Z310,清水斷崖,2025-02-24 12:00:00,15.8,0.0
C0Z310,清水斷崖,2025-02-25 12:00:00,16.5,0.0
C0Z310,清水斷崖,2025-02-26 12:00:00,18.4,0.0
C0Z310,清水斷崖,2025-02-27 12:00:00,20.0,0.0
C0Z310,清水斷崖,2025-02-28 12:00:00,22.0,0.0
C0Z310,清水斷崖,2025-03-01 12:00:00,22.0,0.0
C0Z310,清水斷崖,2025-03-02 12:00:00,23.5,0.5
C0Z310,清水斷崖,2025-03-03 12:00:00,23.7,5.5
C0Z310,清水斷崖,2025-03-04 12:00:00,21.0,69.5
C0Z310,清水斷崖,2025-03-05 12:00:00,19.3,11.5
C0Z310,清水斷崖,2025-03-06 12:00:00,17.5,6.0
C0Z310,清水斷崖,2025-03-07 12:00:00,16.5,0.0
C0Z310,清水斷崖,2025-03-08 12:00:00,17.9,0.0
C0Z310,清水斷崖,2025-03-09 12:00:00,19.1,0.0
C0Z310,清水斷崖,2025-03-10 12:00:00,21.0,0.0
C0Z310,清水斷崖,2025-03-11 12:00:00,22.1,0.0
C0Z310,清水斷崖,2025-03-12 12:00:00,22.6,4.5
C0Z310,清水斷崖,2025-03-13 12:00:00,22.4,5.5
C0Z310,清水斷崖,2025-03-14 12:00:00,21.0,4.5
C0Z310,清水斷崖,2025-03-15 12:00:00,20.3,10.0
C0Z310,清水斷崖,2025-03-16 12:00:00,15.8,10.5
C0Z310,清水斷崖,2025-03-17 12:00:00,14.0,0.5
C0Z310,清水斷崖,2025-03-18 12:00:00,13.4,10.0
C0Z310,清水斷崖,2025-03-19 12:00:00,14.2,0.5
C0Z310,清水斷崖,2025-03-20 12:00:00,15.3,0.0
C0Z310,清水斷崖,2025-03-21 12:00:00,17.4,0.0
C0Z310,清水斷崖,2025-03-22 12:00:00,19.2,0.0
C0Z310,清水斷崖,2025-03-23 12:00:00,20.5,0.0
C0Z310,清水斷崖,2025-03-24 12:00:00,21.4,0.0
C0Z310,清水斷崖,2025-03-25 12:00:00,22.7,0.0
C0Z310,清水斷崖,2025-03-26 12:00:00,24.3,0.0
C0Z310,清水斷崖,2025-03-27 12:00:00,25.4,0.0
C0Z310,清水斷崖,2025-03-28 12:00:00,19.8,1.5
C0Z310,清水斷崖,2025-03-29 12:00:00,18.0,0.0
C0Z310,清水斷崖,2025-03-30 12:00:00,17.9,0.0
C0Z310,清水斷崖,2025-03-31 12:00:00,18.4,5.5
C0Z310,清水斷崖,2025-04-01 12:00:00,17.2,6.0
C0Z310,清水斷崖,2025-04-02 12:00:00,17.4,0.0
C0Z310,清水斷崖,2025-04-03 12:00:00,18.8,0.0
C0Z310,清水斷崖,2025-04-04 12:00:00,19.8,0.0
C0Z310,清水斷崖,2025-04-05 12:00:00,18.7,1.0
C0Z310,清水斷崖,2025-04-06 12:00:00,19.7,0.0
C0Z310,清水斷崖,2025-04-07 12:00:00,20.0,3.5
C0Z310,清水斷崖,2025-04-08 12:00:00,22.5,0.0
C0Z310,清水斷崖,2025-04-09 12:00:00,22.3,3.5
C0Z310,清水斷崖,2025-04-10 12:00:00,22.8,1.0
C0Z310,清水斷崖,2025-04-11 12:00:00,22.8,0.5
C0Z310,清水斷崖,2025-04-12 12:00:00,24.3,0.0
C0Z310,清水斷崖,2025-04-13 12:00:00,16.8,32.0
C0Z310,清水斷崖,2025-04-14 12:00:00,20.4,0.0
C0Z310,清水斷崖,2025-04-15 12:00:00,21.3,0.0
C0Z310,清水斷崖,2025-04-16 12:00:00,21.5,18.5
C0Z310,清水斷崖,2025-04-17 12:00:00,23.4,0.0
C0Z310,清水斷崖,2025-04-18 12:00:00,24.1,0.0
C0Z310,清水斷崖,2025-04-19 12:00:00,24.8,0.0
C0Z310,清水斷崖,2025-04-20 12:00:00,25.6,0.0
C0Z310,清水斷崖,2025-04-21 12:00:00,25.1,0.0
C0Z310,清水斷崖,2025-04-22 12:00:00,26.2,0.0
C0Z310,清水斷崖,2025-04-23 12:00:00,24.6,16.5
C0Z310,清水斷崖,2025-04-24 12:00:00,22.3,10.0
C0Z310,清水斷崖,2025-04-25 12:00:00,22.6,0.0
C0Z310,清水斷崖,2025-04-26 12:00:00,21.6,0.5
C0Z310,清水斷崖,2025-04-27 12:00:00,24.3,0.0
C0Z310,清水斷崖,2025-04-28 12:00:00,23.7,1.0
C0Z310,清水斷崖,2025-04-29 12:00:00,22.0,0.0
C0Z310,清水斷崖,2025-04-30 12:00:00,23.8,0.0
C0Z310,清水斷崖,2025-05-01 12:00:00,23.7,0.0
C0Z310,清水斷崖,2025-05-02 12:00:00,23.7,0.0
C0Z310,清水斷崖,2025-05-03 12:00:00,24.9,0.5
C0Z310,清水斷崖,2025-05-04 12:00:00,24.4,12.0
C0Z310,清水斷崖,2025-05-05 12:00:00,24.5,0.0
C0Z310,清水斷崖,2025-05-06 12:00:00,25.2,11.0
C0Z310,清水斷崖,2025-05-07 12:00:00,20.3,46.5
C0Z310,清水斷崖,2025-05-08 12:00:00,23.4,0.0
C0Z310,清水斷崖,2025-05-09 12:00:00,25.5,80.5
C0Z310,清水斷崖,2025-05-10 12:00:00,24.0,12.5
C0Z310,清水斷崖,2025-05-11 12:00:00,20.5,23.0
C0Z310,清水斷崖,2025-05-12 12:00:00,20.4,0.0
C0Z310,清水斷崖,2025-05-13 12:00:00,24.5,0.0
C0Z310,清水斷崖,2025-05-14 12:00:00,25.1,18.5
C0Z310,清水斷崖,2025-05-15 12:00:00,24.8,3.5
C0Z310,清水斷崖,2025-05-16 12:00:00,25.3,5.0
C0Z310,清水斷崖,2025-05-17 12:00:00,26.6,1.0
C0Z310,清水斷崖,2025-05-18 12:00:00,25.6,95.5
C0Z310,清水斷崖,2025-05-19 12:00:00,26.9,0.0
C0Z310,清水斷崖,2025-05-20 12:00:00,26.4,79.5
C0Z310,清水斷崖,2025-05-21 12:00:00,27.1,13.0
C0Z310,清水斷崖,2025-05-22 12:00:00,27.6,0.0
C0Z310,清水斷崖,2025-05-23 12:00:00,27.6,0.0
C0Z310,清水斷崖,2025-05-24 12:00:00,25.2,5.0
C0Z310,清水斷崖,2025-05-25 12:00:00,20.4,5.5
C0Z310,清水斷崖,2025-05-26 12:00:00,21.3,0.0
C0Z310,清水斷崖,2025-05-27 12:00:00,23.4,3.0
C0Z310,清水斷崖,2025-05-28 12:00:00,23.5,0.0
C0Z310,清水斷崖,2025-05-29 12:00:00,23.0,8.0
C0Z310,清水斷崖,2025-05-30 12:00:00,22.9,0.0
C0Z310,清水斷崖,2025-05-31 12:00:00,24.8,0.0
C0Z310,清水斷崖,2025-06-01 12:00:00,27.0,0.0
C0Z310,清水斷崖,2025-06-02 12:00:00,27.6,0.0
C0Z310,清水斷崖,2025-06-03 12:00:00,26.2,0.5
C0Z310,清水斷崖,2025-06-04 12:00:00,23.9,19.5
C0Z310,清水斷崖,2025-06-05 12:00:00,24.7,0.5
C0Z310,清水斷崖,2025-06-06 12:00:00,26.4,0.0
C0Z310,清水斷崖,2025-06-07 12:00:00,27.1,40.5
C0Z310,清水斷崖,2025-06-08 12:00:00,27.0,32.0
C0Z310,清水斷崖,2025-06-09 12:00:00,27.3,1.5
C0Z310,清水斷崖,2025-06-10 12:00:00,27.8,0.0
C0Z310,清水斷崖,2025-06-11 12:00:00,28.3,0.0
C0Z310,清水斷崖,2025-06-12 12:00:00,24.6,57.0
C0Z310,清水斷崖,2025-06-13 12:00:00,25.0,19.0
C0Z310,清水斷崖,2025-06-14 12:00:00,26.5,0.0
C0Z310,清水斷崖,2025-06-15 12:00:00,28.4,0.0
C0Z310,清水斷崖,2025-06-16 12:00:00,27.8,0.0
C0Z310,清水斷崖,2025-06-17 12:00:00,27.8,3.0
C0Z310,清水斷崖,2025-06-18 12:00:00,27.0,0.0
C0Z310,清水斷崖,2025-06-19 12:00:00,27.5,0.0
C0Z310,清水斷崖,2025-06-20 12:00:00,27.2,8.0
C0Z310,清水斷崖,2025-06-21 12:00:00,27.7,0.0
C0Z310,清水斷崖,2025-06-22 12:00:00,27.7,0.0
C0Z310,清水斷崖,2025-06-23 12:00:00,28.4,0.0
C0Z310,清水斷崖,2025-06-24 12:00:00,28.9,0.0
C0Z310,清水斷崖,2025-06-25 12:00:00,28.4,13.0
C0Z310,清水斷崖,2025-06-26 12:00:00,28.2,0.0
C0Z310,清水斷崖,2025-06-27 12:00:00,28.8,0.0
C0Z310,清水斷崖,2025-06-28 12:00:00,28.6,0.0
C0Z310,清水斷崖,2025-06-29 12:00:00,27.8,0.0
C0Z310,清水斷崖,2025-06-30 12:00:00,29.0,0.0
C0Z310,清水斷崖,2025-07-01 12:00:00,29.2,0.0
C0Z310,清水斷崖,2025-07-02 12:00:00,29.5,0.0
C0Z310,清水斷崖,2025-07-03 12:00:00,27.7,0.5
C0Z310,清水斷崖,2025-07-04 12:00:00,28.5,2.5
C0Z310,清水斷崖,2025-07-05 12:00:00,27.9,0.0
C0Z310,清水斷崖,2025-07-06 12:00:00,24.7,25.0
C0Z310,清水斷崖,2025-07-07 12:00:00,25.2,1.5
C0Z310,清水斷崖,2025-07-08 12:00:00,27.1,0.0
C0Z310,清水斷崖,2025-07-09 12:00:00,25.2,0.0
C0Z310,清水斷崖,2025-07-10 12:00:00,24.8,0.0
C0Z310,清水斷崖,2025-07-11 12:00:00,26.2,0.0
C0Z310,清水斷崖,2025-07-12 12:00:00,28.0,0.0
C0Z310,清水斷崖,2025-07-13 12:00:00,27.6,0.0
C0Z310,清水斷崖,2025-07-14 12:00:00,27.3,10.5
C0Z310,清水斷崖,2025-07-15 12:00:00,28.2,0.0
C0Z310,清水斷崖,2025-07-16 12:00:00,28.3,0.0
C0Z310,清水斷崖,2025-07-17 12:00:00,28.9,0.0
C0Z310,清水斷崖,2025-07-18 12:00:00,26.9,47.0
C0Z310,清水斷崖,2025-07-19 12:00:00,25.1,121.5
C0Z310,清水斷崖,2025-07-20 12:00:00,25.0,94.0
C0Z310,清水斷崖,2025-07-21 12:00:00,24.2,36.5
C0Z310,清水斷崖,2025-07-22 12:00:00,25.8,0.5
C0Z310,清水斷崖,2025-07-23 12:00:00,27.0,8.5
C0Z310,清水斷崖,2025-07-24 12:00:00,28.4,0.0
C0Z310,清水斷崖,2025-07-25 12:00:00,27.6,2.0
C0Z310,清水斷崖,2025-07-26 12:00:00,27.4,0.5
C0Z310,清水斷崖,2025-07-27 12:00:00,27.7,0.0
C0Z310,清水斷崖,2025-07-28 12:00:00,26.3,13.0
C0Z310,清水斷崖,2025-07-29 12:00:00,26.9,3.0
C0Z310,清水斷崖,2025-07-30 12:00:00,27.6,0.0
C0Z310,清水斷崖,2025-07-31 12:00:00,26.0,10.0
C0Z310,清水斷崖,2025-08-01 12:00:00,27.5,0.0
C0Z310,清水斷崖,2025-08-02 12:00:00,27.3,0.0
C0Z310,清水斷崖,2025-08-03 12:00:00,27.2,0.5
C0Z310,清水斷崖,2025-08-04 12:00:00,27.4,0.5
C0Z310,清水斷崖,2025-08-05 12:00:00,27.9,0.0
C0Z310,清水斷崖,2025-08-06 12:00:00,26.7,1.0
C0Z310,清水斷崖,2025-08-07 12:00:00,27.3,0.0
C0Z310,清水斷崖,2025-08-08 12:00:00,27.8,0.0
C0Z310,清水斷崖,2025-08-09 12:00:00,28.3,0.0
C0Z310,清水斷崖,2025-08-10 12:00:00,28.2,0.0
C0Z310,清水斷崖,2025-08-11 12:00:00,28.3,0.0
C0Z310,清水斷崖,2025-08-12 12:00:00,28.2,4.5
C0Z310,清水斷崖,2025-08-13 12:00:00,26.1,54.5
C0Z310,清水斷崖,2025-08-14 12:00:00,27.3,0.0
C0Z310,清水斷崖,2025-08-15 12:00:00,27.6,0.5
